id,name,Fibres,Starch,Protein,Lightbulks,Spices,Alliums,Fruittops,Seeds,Nuts,Bread,Cheesetops,Herbs,OtherTops,Oils,Fats,LiquidAromas,Glutenfree,Vegan,Vegetarian,LactoseFree,Diabetic,NutFree,FODMAPS,Umami,Sweet,Bitter,Sour,Salty,Spicy,Crunchy,AromaBomb,FRUITY,GREEN,FLORAL,SULFUROUS,HERBAL,AROMATIC_SPICY,WOODY,NUTTY,ROASTED,SMOKEY,CITRUS,MEATY,MARINE,CREAMY,CHEESY,Spring,Summer,Fall,Winter,Mediterranean,SouthAsian,EastAsian,LatinAmerican,European,MiddleEastern,Exotic,SlowAndDeep,FastAndFresh,Sofrito,Taco,Aromatics,Boil,Raw,Dressing,Toasting,Sour_map,Umami_map,Sweet_map,Bitter_map,Crunch_map,OilAndFat_map,Pungency_map,Spices_map,Herbs_map,Cheese_map,Alliums_map,Beverages_map,Fruits_map,FillingVeggies_map,Vegetables_map,MeatAndFish_map,Baking_map,Sour_wheel,Umami_wheel,Oil_wheel,Crunch_wheel,Sweet_wheel,Aroma_wheel,Fresh_wheel,Soft_wheel,Bitter_wheel,Spicy_wheel,common_en,common_da,common_de,common_es,has_icon
175,lemongrass,,,,,,x,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,x,x,,x,,x,,,,,,x,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,x,,,,,,,x,x
176,lentil,,,x,,,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,x
177,lettuce,,,,x,,,,,,,,,,,,,x,x,x,x,x,x,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,x,x,x,x,x
178,lima beans,,,x,,,,,,,,,,,,,,x,x,x,x,,x,,,,,,,,,,,x,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,x
179,lime,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,x,,,,x,,,,,x,x,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,x,,,,,,x,,,,x,x,x,x,x
180,lime zest,,,,,,,,,,,,,x,,,,x,x,x,x,,x,,,,,x,,,,x,x,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,x,,,,,,,x,,,,,,,,,x,,,,x,x,x,x,x
180,canned tomato,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,x,x,x,x
181,macadamia nuts,,,,,,,,,x,,,,,,,,x,x,x,x,x,,x,,,,,,,x,,,x,,,,,x,x,x,,,,,,,,,,,x,,,x,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,x
182,mango,,,,,,,x,,,,,,,,,,x,x,x,x,x,x,x,,x,,,,,,x,x,,x,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,x,,x,x,,,,,,,x
183,maple syrup,,,,,,,,,,,,,,,,x,x,x,x,x,,x,x,,x,,,,,,,,,x,,x,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,x
184,margarine,,,,,,,,,,,,,,,x,,x,x,x,x,,x,,,,,,x,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,x,x,x,x,x
185,marinara sauce,,,,,,,,,,,,,,,,x,x,x,x,x,,x,,x,x,,x,,,,x,,x,,,,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x
186,marjoram,,,,,,,,,,,,x,,,,,x,x,x,x,x,x,x,,,,,,,,x,,x,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,x,x,,,,x,x,x,x,x
188,mascarpone,,,,,,,,,,,,,,,x,,x,x,x,x,x,x,x,,x,,x,x,,,,,,,,,,,,,,x,,,x,x,,,,,x,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,x,,,,,x,,,x,x,x,x,x
189,mayonnaise,,,,,,,,,,,,,,,x,,x,x,x,x,x,x,x,x,x,,,x,x,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,x
190,melon,,,,,,,x,,,,,,,,,,x,x,x,x,x,x,x,,x,,,,,,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,x,,x,,,,,,,,x
190,monterey jack cheese,,,x,,,,,,,,x,,,,,,x,,x,,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x
191,milk,,,,,,,,,,,,,,,x,,x,,x,,,x,,,x,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,x,,,,x,,,,x,x,x,x,x
192,millet,,x,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,x
192,adzuki beans,,,x,,,,,,,,,,,,,,x,x,x,x,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x
193,mint,,,,,,,,,,,,x,,,,,x,x,x,x,x,x,x,,,,,,,,x,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,x,x,,,,x,x,x,x,x
194,miso,,,,,,,,,,,,,,,,x,,x,x,x,x,x,x,x,x,,,x,,,,,,,,x,,x,x,x,,,,,,,,,,,x,,x,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,x,x,x,x,x
195,monterey jack,,,,,,,,,,,x,,,,,,x,,x,,,x,,,,,,,,,x,,,,,,,x,x,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,x,,,,,,x,,,,,,,x
195,mustard powder,,,,,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x
196,mozzarella,,,,,,,,,,,x,,,,,,x,,x,,x,x,x,x,,,,x,,,x,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,x,x,,,,,,,x
197,mung beans,,,x,,,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,x,x
198,mushrooms,,,,x,,,,,,,,,,,,,x,x,x,x,x,x,x,x,,,,,,,,,x,,,,,x,x,,,,,,,,,,,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,x,x,x,x,x
199,mustard,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,x,,,,,x
200,mustard seeds,,,,,x,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,,,x,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,x,,,,,x
201,navy beans,,,x,,,,,,,,,,,,,,x,x,x,x,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,x,x
202,nectarine,,,,,,,x,,,,,,,,,,x,x,x,x,,x,,,,,,,,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,x,,x,,,,x,x,x,x,x
202,mixed nuts,,,,,,,,,x,,,,,,,,x,x,x,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,x,x,x,x
203,noodles,,x,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,x,x,x,x,x
203,rolled oats,x,x,,,,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,x,x,x,x
204,nori,,,,,,,,,,,,,x,,,,x,x,x,x,x,x,x,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x
204,flax oil,,,,,,,,,,,,,,x,,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x
205,nutella,,,,,,,,,,,,,,,,x,x,,x,,,,,,x,,,,,,x,,,x,,,,,x,x,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,x
206,nutmeg,,,,,x,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,x,,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,x,x,x,x,x
207,nuts,,,,,,,,,x,,,,,,,,x,x,x,x,,,,,,,,,,x,,,x,,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,x,x,x,x,x
208,oats,,,,,,,,,,,,,x,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,x,x,x,x,x
209,oil,,,,,,,,,,,,,,x,,,x,x,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,x
210,okra,,,,x,,,,,,,,,,,,,x,x,x,x,x,x,x,x,,,,,,,,,x,,x,,,x,x,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,x
211,olive oil,,,,,,,,,,,,,,x,,,x,x,x,x,x,x,x,,,,,,,,,,x,,,,x,x,x,,,,,,,,,,,,x,,,,x,x,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,x,x,x,x,x
212,olives,,,,,,,,,,,,,x,,,,x,x,x,x,x,x,x,x,,x,,x,,,x,,x,,,x,,x,x,,,,,,,,,,,,x,,,,x,x,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,x
213,onion,,,,,,x,,,,,,,,,,,x,x,x,x,x,x,x,x,,,,,x,,x,,x,,x,,x,,,,,,,,,,,,,,,,,x,,x,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,x,,,,,x
214,orange,,,,,,,x,,,,,,,,,,x,x,x,x,,x,x,,x,,x,,,,x,x,,x,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,x,,,,x,,x,,,,x,x,x,x,x
215,orange zest,,,,,,,,,,,,,x,,,,x,x,x,x,x,x,x,,x,,x,,,,x,x,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,x,,,,,,,,x,,,,,x,x,x,x,x
215,parmesan cheese,,,x,,,,,,,,x,,,,,,x,,,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,x,x,x,x
216,oregano,,,,,,,,,,,,x,,,,,x,x,x,x,x,x,x,,,,,,,,x,,x,,,x,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,x,,x,x,x,x,x
217,oyster sauce,,,,,,,,,,,,,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,x,,,x,,,x,x,,,,,,,x,,x,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,x
218,papaya,,,,,,,x,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,x,x,,x,,x,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,x,,x,,,,,,,,x
219,paprika,,,,,x,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,x,,,,,,x,x,,x,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,x,x,x,x,x
220,parmesan,,,,,,,,,,,x,,,,,,x,,x,,x,x,x,x,,,x,x,,,x,,,,,,x,x,x,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,x,,x,x,x,x,x
221,parsley,,,,,,,,,,,,x,,,,,x,x,x,x,x,x,x,,,,,,,,x,,x,,,x,,x,,,,,,,,,,,,,x,,,,x,x,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,x,x,,,,x,x,x,x,x
222,parsnips,x,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,x,,,,,,,,x,,,,,x,x,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,x,x,,,,,,,x
223,passion fruit,,,,,,,x,,,,,,,,,,x,x,x,x,,x,x,,x,,x,,,,x,x,x,x,,x,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,x,x,x,x,x
224,pasta,,x,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,x,x,x,x,x
225,peach,,,,,,,x,,,,,,,,,,x,x,x,x,,x,x,,x,,x,,,,x,x,x,x,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,x,,x,,,,,,,,x
225,pearl barley,x,x,,,,,,,,,,,,,,,,x,x,x,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x
226,peanut butter,,,,,,,,,,,,,,x,,,x,x,x,x,,,,,x,,,x,,,,,,,,,,x,x,x,,,,,x,,,,,,,,,x,,x,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,x,,,x,,,,,x,x,x,x,x
226,green peas,,,x,,,,,,,,,,,,,,x,x,x,x,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,x,x,x,x
227,peanut oil,,,,,,,,,,,,,,x,,,x,x,x,x,x,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,x,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,x
228,peanuts,,,,,,,,,x,,,,,,,,x,x,x,x,x,,x,,,,,,,x,,,x,,,,,,x,x,,,,,,,,,,,,,x,x,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,x
229,pear,,,,,,,x,,,,,,,,,,x,x,x,x,,x,x,,x,,x,,,x,x,x,x,x,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,x,,x,,,,x,x,x,x,x
229,black pepper,,,,,x,,,,,,,,x,,,,x,x,x,x,x,x,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,x,x,x,x
231,peas,,,,x,,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,x,,,,,,x,x
232,pecans,,,,,,,,,x,,,,,,,,x,x,x,x,x,,x,,,,,,,x,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,x,x,x,x,x
232,pimientos,,,,,,,,,,,,,x,,,,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,x,x,x,x
233,pecorino romano,,,,,,,,,,,x,,,,,,x,,x,,,,,,,,,,,,x,,,,,,x,x,x,,x,,,,,x,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,x,,x,x,x,x,x
234,pepper,,,,,x,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,x,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,x,,,,,x
235,peppermint,,,,,,,,,,,,x,,,,,x,x,x,x,,x,,,,,,,,,x,,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,x,x,,,,,,,,x
236,pesto,,,,,,,,,,,,,,x,,,x,x,x,x,x,x,x,x,x,,,x,x,,,,x,,x,,,x,x,,,,,,x,x,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,x,,,,,x,,,,,,,x
237,pimentos,,,,,,,,,,,,,x,,,,x,x,x,x,,x,,x,,,x,,x,,x,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,x
238,pineapple,,,,,,,x,,,,,,,,,,x,x,x,x,,x,x,,x,,x,,,,x,x,x,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,x,,,,x,,,,,,x,x,x,,x
239,pinenuts,,,,,,,,,x,,,,,,,,x,x,x,x,x,,x,,,,,,,x,,,x,,,,,x,x,,,,,,,,,,,,x,,,,x,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,x,x
240,pinto beans,,,x,,,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,x,x,x,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,x
240,pomegranate,,,,,,,x,,,,,,,,,,x,x,x,x,x,x,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x
241,pistachios,,,,,,,,,x,,,,,,,,x,x,x,x,x,,x,,,,,,,x,,,x,,,,x,x,x,x,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,x
242,plum,,,,,,,x,,,,,,,,,,x,x,x,x,,x,x,,x,,x,,,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,x,,x,,,,,,,,x
243,plum tomato,,,,x,,,,,,,,,,,,,x,x,x,x,,x,x,x,x,,x,,,,,,x,,,,,x,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,x,,,,x,x,x,,x
244,polenta,,x,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,x
245,pomegranate seeds,,,,,,,x,,,,,,,,,,x,x,x,x,,x,x,,x,,x,,,x,x,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,x
246,poppy seeds,,,,,,,,x,,,,,,,,,x,x,x,x,x,x,x,,,,,,,x,,,x,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,x
247,porcini mushrooms,,,,x,,,,,,,,,,,,,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,x,x,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,x,x,x,x,x
248,portobello mushroom,,,,x,,,,,,,,,,,,,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,x
249,potato,,x,,,,,,,,,,,,,,,,x,x,x,,x,x,x,x,,,,,,,,x,,,,,x,x,,,,,,,,,,,,x,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,x
250,powdered sugar,,,,,,,,,,,,,,,,x,x,x,x,x,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,x
251,provolone cheese,,,,,,,,,,,x,,,,,,x,,x,,,x,,,,,x,x,,,x,x,,,,,x,x,,,,,,,x,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,x,,,,,,x,,,,,,,x
252,pumpkin,x,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,x,,,,,,,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,x,,,,,,,x
253,pumpkin seeds,,,,,,,,x,,,,,,,,,x,x,x,x,x,x,x,,,,,,,x,,,x,,,,,x,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,x,x,x,x,x
254,quinoa,,,x,,,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,,,x,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,x
255,radicchio,,,,x,,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,x,,,,,,x
256,radishes,,,,,,,,,,,,,x,,,,x,x,x,x,x,x,x,,,x,,,x,x,,,x,,x,,,,,,,,,,,,,,,,x,,x,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,x,,,,,,x
258,raisins,,,,,,,x,,,,,,,,,,x,x,x,x,,x,x,,x,,,,,,x,x,,x,,,,,,,,,,,,,,,,,x,,,,x,x,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,x,x,x,x,x
259,ranch dressing,,,,,,,,,,,,,,x,,,x,,x,,,x,,,x,,x,x,x,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,x,x,x,x,x
260,raspberries,,,,,,,x,,,,,,,,,,x,x,x,x,,x,x,,x,,x,,,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,x,,,,x,,x,,,,x,x,x,x,x
261,raspberry vinegar,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,x,,,,x,,,,,x,x,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,x,x,x,x
262,red beans,,,x,,,,,,,,,,,,,,x,x,x,x,,x,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,x,x,x,x,x
263,red bell pepper,,,,x,,,,,,,,,,,,,x,x,x,x,x,x,x,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,x,x,x,x,x
264,red cabbage,x,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,x,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,x,,,,,,x
265,red lettuce,,,,x,,,,,,,,,,,,,x,x,x,x,,x,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,x,x,x,x,x
265,white rice,,x,,,,,,,,,,,,,,,x,x,x,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,x,x,x,x
266,red onion,,,,,,x,,,,,,,,,,,x,x,x,x,x,x,x,,x,,,,x,,x,,,,x,,x,,,,,,,,,,,,,,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,x,,,,,x
267,red potato,,x,,,,,,,,,,,,,,,,x,x,x,x,x,x,,x,,,,,,,,x,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,x
268,red wine vinegar,,,,,,,,,,,,,,,,x,x,x,x,x,,x,,,,,,,,,,x,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,x,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x
269,rhubarb,,,,,,,x,,,,,,,,,,x,x,x,x,x,x,x,,,,x,,,x,x,,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,x,,,,,,x,,,,,,,,x
270,rice,,x,,,,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,x
271,rice milk,,,,,,,,,,,,,,x,,,x,x,x,x,,x,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,x
272,rice vinegar,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,x,,,,x,,,,,,,,,,,,x,,,x,,,,,,,,,x,,x,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x
